"index","product_name","avg_discount","total_profit","profit_status"
"354","Wilson Jones Turn Tabs Binder Tool for Ring Binders","0.2692307692","58.5148","Profit"
"355","Stockwell Thumb Tacks, Metal","0.26875","24.7017","Profit"
"356","Jiffy Interoffice Envelope, Security-Tint","0.2684615385","77.218","Profit"
"357","Hon File Folder Labels, Adjustable","0.2666666667","22.16","Profit"
"358","Fellowes Superior 10 Outlet Split Surge Protector","0.2666666667","57.09","Profit"
"359","Motorola L804","0.2666666667","-13.3371","Loss"
"360","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","0.2666666667","6.123","Profit"
"361","Executive Impressions 12"" Wall Clock","0.2666666667","23.3244","Profit"
"362","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","0.2666666667","-126.441","Loss"
"363","Global Chrome Stack Chair","0.2666666667","15.0832","Profit"
"364","Tenex Chairmats For Use with Hard Floors","0.2666666667","-129.92","Loss"
"365","Bevis Round Table, Fully Assembled","0.2666666667","547.272","Profit"
"366","Jabra SPEAK 410 Multidevice Speakerphone","0.2666666667","10.2995","Profit"
"367","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","0.2666666667","-9.3032","Loss"
"368","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","0.2666666667","-343.0956","Loss"
"369","Eldon Imàge Series Desk Accessories, Clear","0.2666666667","6.3666","Profit"
"370","Samsung Office Telephone, VoIP","0.265625","-148.101","Loss"
"371","Accos Staples, Bulk Pack","0.2646153846","17.269","Profit"
"372","GlobeWeis Mailers, with clear poly window","0.2639130435","155.7908","Profit"
"373","Sauder Mission Library with Doors, Fruitwood Finish","0.2633333333","-125.7408","Loss"
"374","Cuisinart Coffee Grinder, White","0.2633333333","140.7675","Profit"
"375","Ikea Library with Doors, Pine","0.2632142857","-277.9512","Loss"
"376","Accos Push Pins, 12 Pack","0.2630769231","50.1945","Profit"
"377","Surelock Post Binders","0.2625","210.864","Profit"
"378","Balt Solid Wood Rectangular Table","0.2625","-216.2545","Loss"
"379","Bretford CR4500 Series Slim Rectangular Table","0.2625","-532.7613","Loss"
"380","Smead Lockers, Single Width","0.2606976744","4540.6305","Profit"
"381","Bevis Round Bullnose 29"" High Table Top","0.26","-192.1854","Loss"
"382","Plastic Binding Combs","0.26","84.9915","Profit"
"383","GBC Plastic Binding Combs","0.26","59.778","Profit"
"384","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","0.26","19.6908","Profit"
"385","Green Canvas Binder for 8-1/2"" x 14"" Sheets","0.26","162.64","Profit"
"386","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","0.26","54.7164","Profit"
"387","Barricks Conference Table, Fully Assembled","0.26","1574.655","Profit"
"388","Ibico Hi-Tech Manual Binding System","0.2583333333","-262.4375","Loss"
"389","Jiffy Mailers, Recycled","0.2582352941","-165.1729","Loss"
"390","Epson Card Printer, Wireless","0.258","-664.9645","Loss"
"391","Chromcraft Round Conference Tables","0.2576923077","-189.9761","Loss"
"392","Canon PC940 Copier","0.2571428571","972.9795","Profit"
"393","Kleencut Shears, High Speed","0.2566666667","-110.347","Loss"
"394","Jiffy Manila Envelope, Set of 50","0.2566666667","110.3853","Profit"
"395","Advantus Light Bulb, Erganomic","0.2563157895","-66.5437","Loss"
"396","KitchenAid Coffee Grinder, Silver","0.25625","-25.016","Loss"
"397","Jiffy Clasp Envelope, Set of 50","0.2557142857","39.6624","Profit"
"398","OIC Clamps, Assorted Sizes","0.2555555556","-2.448","Loss"
"399","Chromcraft Conference Table, with Bottom Storage","0.2555555556","-1850.331","Loss"
"400","Jiffy Manila Envelope, Recycled","0.2536363636","-255.6352","Loss"
"401","OIC Rubber Bands, Bulk Pack","0.2524242424","-72.1705","Loss"
"402","Kleencut Box Cutter, Easy Grip","0.2522222222","-28.1236","Loss"
"403","Memorex Numeric Keypad, USB","0.2515789474","-264.2146","Loss"
"404","Safco Stackable Bookrack, Traditional","0.2511764706","-397.1776","Loss"
"405","Canon Fax Machine, Color","0.2507058824","-1629.57642","Loss"
"406","Cisco Smart Phone, Cordless","0.25","4020.824","Profit"
"407","Avery Poly Binder Pockets","0.25","14.7496","Profit"
"408","Lexmark 20R1285 X6650 Wireless All-in-One Printer","0.25","218.4","Profit"
"409","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","0.25","-10.4118","Loss"
"410","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","0.25","-20.4768","Loss"
"411","Stacking Tray, Side-Loading, Legal, Smoke","0.25","-2.8672","Loss"
"412","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","0.25","73.194","Profit"
"413","Fellowes Command Center 5-outlet power strip","0.25","-78.016","Loss"
"414","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","0.25","-158.4858","Loss"
"415","Bevis Round Conference Room Tables and Bases","0.25","-39.4438","Loss"
"416","Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with","0.25","127.483","Profit"
"417","Motorla HX550 Universal Bluetooth Headset","0.25","122.605","Profit"
"418","Breville Blender, Black","0.25","-18.414","Loss"
"419","Grandstream GXP2100 Mainstream Business Phone","0.25","45.894","Profit"
"420","Bionaire 99.97% HEPA Air Cleaner","0.25","17.52","Profit"
"421","Konica Card Printer, Durable","0.25","-612.732","Loss"
"422","Dana Fluorescent Magnifying Lamp, White, 36""","0.25","81.568","Profit"
"423","Sharp AL-1530CS Digital Copier","0.25","2064.9587","Profit"
"424","Hon 4-Shelf Metal Bookcases","0.25","-191.862","Loss"
"425","HP Designjet T520 Inkjet Large Format Printer - 24"" Color","0.25","3647.8266","Profit"
"426","Star Micronics TSP800 TSP847IIU Receipt Printer","0.25","360.318","Profit"
"427","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","0.25","-460.666","Loss"
"428","Avery Hanging File Binders","0.25","21.8868","Profit"
"429","HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax","0.25","47.9968","Profit"
"430","GBC DocuBind P100 Manual Binding Machine","0.25","489.641","Profit"
"431","Cardinal EasyOpen D-Ring Binders","0.25","26.506","Profit"
"432","Breville Microwave, Silver","0.2490909091","-1630.7412","Loss"
"433","Ibico 3-Hole Punch, Economy","0.2481395349","563.842","Profit"
"434","O'Sullivan Manor Hill 2-Door Library in Brianna Oak","0.2475","-285.9484","Loss"
"435","Cardinal Hole Reinforcements, Durable","0.2475","10.3852","Profit"
"436","Tenex Door Stop, Black","0.246","-228.6848","Loss"
"437","Bretford Rectangular Conference Table Tops","0.2458333333","-327.2331","Loss"
"438","Eldon Folders, Single Width","0.2454545455","151.665","Profit"
"439","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","0.245","-9.9372","Loss"
"440","Jiffy Clasp Envelope, Recycled","0.2444444444","26.078","Profit"
"441","Konica Printer, Durable","0.2444444444","1057.262","Profit"
"442","Hon Metal Bookcases, Black","0.244","-26.9724","Loss"
"443","Lesro Round Table, Rectangular","0.24375","585.457","Profit"
"444","Harbour Creations Rocking Chair, Set of Two","0.2435","-1477.9952","Loss"
"445","Lesro Coffee Table, with Bottom Storage","0.2428571429","4.416","Profit"
"446","GBC ProClick Punch Binding System","0.2428571429","562.3842","Profit"
"447","Okidata Phone, Durable","0.2428571429","-75.192","Loss"
"448","Eaton Memo Slips, Premium","0.2421428571","89.227","Profit"
"449","Okidata Calculator, Red","0.2416666667","14.794","Profit"
"450","Kraft Clasp Envelope, Set of 50","0.24125","-73.98","Loss"
"451","Dania Corner Shelving, Metal","0.2409090909","1923.621","Profit"
"452","Accos Paper Clips, Bulk Pack","0.2406666667","72.3792","Profit"
"453","Okidata C331dn Printer","0.24","111.68","Profit"
"454","Belkin 7-Outlet SurgeMaster Home Series","0.24","2.794","Profit"
"455","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","0.24","7753.039","Profit"
"456","DAX Metal Frame, Desktop, Stepped-Edge","0.24","26.1096","Profit"
"457","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","0.24","-222.7365","Loss"
"458","KitchenAid Stove, White","0.24","79.347","Profit"
"459","DXL Angle-View Binders with Locking Rings by Samsill","0.24","66.6915","Profit"
"460","Seth Thomas 16"" Steel Case Clock","0.24","28.2576","Profit"
"461","iHome FM Clock Radio with Lightning Dock","0.24","17.4975","Profit"
"462","Chromcraft Conference Table, Fully Assembled","0.24","140.3936","Profit"
"463","O'Sullivan Living Dimensions 5-Shelf Bookcases","0.24","-755.7516","Loss"
"464","Acme Box Cutter, Serrated","0.24","-81.86","Loss"
"465","Sharp Personal Copier, Color","0.24","-134.7704","Loss"
"466","Kleencut Box Cutter, High Speed","0.239","-283.096","Loss"
"467","Ibico EB-19 Dual Function Manual Binding System","0.2375","1086.3772","Profit"
"468","Cardinal Holdit Business Card Pockets","0.2375","22.908","Profit"
"469","Bush Advantage Collection Round Conference Table","0.2375","210.474","Profit"
"470","Harbour Creations Swivel Stool, Black","0.2365217391","860.35","Profit"
"471","Okidata Card Printer, Wireless","0.2363636364","-722.277","Loss"
"472","KI Adjustable-Height Table","0.2361111111","-248.4822","Loss"
"473","StarTech Receipt Printer, Durable","0.2357142857","52.28","Profit"
"474","Harbour Creations Steel Folding Chair, Red","0.2352380952","-79.2928","Loss"
"475","Belkin Mouse, Programmable","0.235","-4.1976","Loss"
"476","Lesro Wood Table, with Bottom Storage","0.235","-878.7684","Loss"
"477","Sauder Camden County Collection Library","0.235","-103.482","Loss"
"478","Barricks Wood Table, Rectangular","0.235","648.27","Profit"
"479","Konica Phone, Durable","0.235","45.462","Profit"
"480","Wilson Jones Index Tab, Durable","0.2346153846","-84.635","Loss"
"481","Eaton Note Cards, Multicolor","0.2342857143","174.942","Profit"
"482","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","0.23375","-208.6504","Loss"
"483","Green Bar Computer Printout Paper, Premium","0.2336842105","5.8728","Profit"
"484","Sanford Canvas, Water Color","0.2333333333","-497.59","Loss"
"485","Fellowes PB300 Plastic Comb Binding Machine","0.2333333333","2518.0551","Profit"
"486","Polycom SoundPoint IP 450 VoIP phone","0.2333333333","162.6192","Profit"
"487","Tenex Antistatic Computer Chair Mats","0.2333333333","-530.038","Loss"
"488","GBC Recycled Regency Composition Covers","0.2333333333","451.9368","Profit"
"489","Holmes HEPA Air Purifier","0.2333333333","41.382","Profit"
"490","Bevis 36 x 72 Conference Tables","0.2333333333","-332.478","Loss"
"491","Acco 3-Hole Punch","0.2333333333","55.5384","Profit"
"492","Logitech Memory Card, Bluetooth","0.2333333333","-240.66","Loss"
"493","Eaton Memo Slips, Recycled","0.2333333333","2.06","Profit"
"494","Texas Instruments TI-34 Scientific Calculator","0.2333333333","64.6506","Profit"
"495","Enermax Cards & Envelopes, Recycled","0.2333333333","-82.8","Loss"
"496","Chromcraft Round Table, Rectangular","0.2333333333","-641.31","Loss"
"497","Bush Cubix Collection Bookcases, Fully Assembled","0.2333333333","48.6156","Profit"
"498","Xerox 1941","0.2333333333","672.364","Profit"
"499","Laminate Occasional Tables","0.2333333333","-206.5342","Loss"
"500","JBL Micro Wireless Portable Bluetooth Speaker","0.2333333333","14.9975","Profit"
"501","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","0.2333333333","25.7632","Profit"
"502","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","0.2333333333","23.1884","Profit"
"503","36X48 HARDFLOOR CHAIRMAT","0.2333333333","-40.4914","Loss"
"504","Lesro Coffee Table, Adjustable Height","0.2333333333","132.739","Profit"
"505","Sauder Cornerstone Collection Library","0.2333333333","-81.1676","Loss"
"506","Stacking Trays by OIC","0.2333333333","9.3126","Profit"
"507","Electrix Halogen Magnifier Lamp","0.2333333333","314.766","Profit"
"508","Bush Westfield Collection Bookcases, Dark Cherry Finish","0.2333333333","-97.4064","Loss"
"509","Wilson Jones Suede Grain Vinyl Binders","0.2333333333","5.0596","Profit"
"510","Advantus Door Stop, Durable","0.2318181818","7.914","Profit"
"511","Okidata Printer, Red","0.2318181818","-815.925","Loss"
"512","Stiletto Letter Opener, High Speed","0.2316666667","-82.861","Loss"
"513","Lesro Conference Table, with Bottom Storage","0.23125","154.082","Profit"
"514","Xerox Message Books, Multicolor","0.2309090909","-103.4436","Loss"
"515","Stockwell Staples, 12 Pack","0.2305882353","-18.0756","Loss"
"516","Hon Bag Chairs, Adjustable","0.2304545455","-81.9056","Loss"
"517","Bush Corner Shelving, Traditional","0.23","-63.288","Loss"
"518","Rogers Lockers, Wire Frame","0.2293939394","-889.5459","Loss"
"519","Eldon Stacking Tray, Black","0.2291666667","180.3","Profit"
"520","Ibico Covers for Plastic or Wire Binding Elements","0.2285714286","57.5","Profit"
"521","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","0.2285714286","1.6338","Profit"
"522","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","0.2285714286","14.55","Profit"
"523","Panasonic KX TS3282W Corded phone","0.2285714286","178.479","Profit"
"524","Global Wood Trimmed Manager's Task Chair, Khaki","0.2285714286","-503.1194","Loss"
"525","SanDisk Flash Drive, Erganomic","0.2276470588","3.6695","Profit"
"526","GlobeWeis Manila Envelope, Recycled","0.2273333333","191.0802","Profit"
"527","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","0.2272727273","267.3034","Profit"
"528","GE 2-Jack Phone Line Splitter","0.2272727273","-988.9646","Loss"
"529","Safco Library with Doors, Traditional","0.2266666667","-390.2598","Loss"
"530","Breville Refrigerator, Black","0.2266666667","2638.364","Profit"
"531","Fiskars Box Cutter, High Speed","0.2258333333","-182.8852","Loss"
"532","Holmes Odor Grabber","0.225","67.774","Profit"
"533","APC 7 Outlet Network SurgeArrest Surge Protector","0.225","80.48","Profit"
"534","Breville Coffee Grinder, Silver","0.225","393.991","Profit"
"535","Padded Folding Chairs, Black, 4/Carton","0.225","80.98","Profit"
"536","Hon Steel Folding Chair, Black","0.225","-326.6465","Loss"
"537","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables","0.225","-964.194","Loss"
"538","DAX Black Cherry Wood-Tone Poster Frame","0.225","61.4336","Profit"
"539","ACCOHIDE Binder by Acco","0.225","19.2871","Profit"
"540","Avery Binder Labels","0.225","9.8806","Profit"
"541","GuestStacker Chair with Chrome Finish Legs","0.225","773.2608","Profit"
"542","Bevis Coffee Table, Rectangular","0.225","-68.45","Loss"
"543","Bevis Round Table, with Bottom Storage","0.225","-77.79","Loss"
"544","Sauder Library with Doors, Mobile","0.2246666667","662.6865","Profit"
"545","Panasonic Phone, Red","0.224375","318.9228","Profit"
"546","Bevis Round Table, Rectangular","0.2242857143","1299.4872","Profit"
"547","Novimex Rocking Chair, Black","0.224","-327.602","Loss"
"548","Apple Office Telephone, VoIP","0.2236842105","781.578","Profit"
"549","StarTech Printer, Red","0.2235294118","460.476","Profit"
"550","Belkin Keyboard, Bluetooth","0.223125","-704.398","Loss"
"551","Breville Toaster, Red","0.223125","264.6092","Profit"
"552","Enermax Parchment Paper, Recycled","0.223125","-70.083","Loss"
"553","Rubbermaid Stacking Tray, Durable","0.2228571429","191.9572","Profit"
"554","Acco Hole Reinforcements, Durable","0.2227777778","214.6516","Profit"
"555","Wilson Jones Binder, Clear","0.2223333333","-131.8312","Loss"
"556","Cisco Unified IP Phone 7945G VoIP phone","0.2222222222","275.3286","Profit"
"557","Harbour Creations Shipping Labels, Laser Printer Compatible","0.2221428571","68.2402","Profit"
"558","Panasonic Card Printer, Durable","0.222","1104.8426","Profit"
"559","StarTech Card Printer, White","0.2217647059","714.2545","Profit"
"560","StarTech Printer, Durable","0.2214285714","-479.5515","Loss"
"561","Chromcraft Computer Table, with Bottom Storage","0.22125","70.0236","Profit"
"562","Advantus Light Bulb, Black","0.22125","124.1724","Profit"
"563","Motorola Office Telephone, VoIP","0.221","680.9085","Profit"
"564","Acme Shears, Steel","0.2207142857","84.906","Profit"
"565","Belkin 8 Outlet SurgeMaster II Gold Surge Protector","0.22","89.97","Profit"
"566","Hon Training Table, Fully Assembled","0.22","1341.8515","Profit"
"567","Wilson Electronics DB Pro Signal Booster","0.22","515.52","Profit"
"568","Harmony Air Purifier","0.22","374.22","Profit"
"569","Bevis Round Conference Table Top & Single Column Base","0.22","100.9746","Profit"
"570","Binney & Smith Pens, Easy-Erase","0.22","-142.923","Loss"
"571","Hoover Blender, Black","0.22","400.9149","Profit"
"572","Bush Library with Doors, Pine","0.2188888889","-1525.3557","Loss"
"573","Ames Clasp Envelope, with clear poly window","0.21875","-59.049","Loss"
"574","Motorola Signal Booster, VoIP","0.2185","-340.5102","Loss"
"575","Advantus Staples, 12 Pack","0.218125","-27.5114","Loss"
"576","Enermax Parchment Paper, 8.5 x 11","0.218","139.2937","Profit"
"577","Sanford Pens, Easy-Erase","0.218","35.7975","Profit"
"578","Hon Removable Labels, Adjustable","0.2177777778","-62.3925","Loss"
"579","Kraft Manila Envelope, with clear poly window","0.2171428571","319.7201","Profit"
"580","Acme Shears, High Speed","0.2166666667","666.852","Profit"
"581","GBC Poly Designer Binding Covers","0.2166666667","102.4488","Profit"
"582","Bevis Steel Folding Chairs","0.2166666667","117.059","Profit"
"583","Avery Heavy-Duty EZD  Binder With Locking Rings","0.2166666667","29.2392","Profit"
"584","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","0.2166666667","146.51","Profit"
